gene,P1T,P6T,P14T,P15T,P16T,Cont-19,Cont-21,Cont-32,Cont-51,Cont-54,Cont-70,Cont-78,P3T,P10T,P13T,CONT-34
SLC5A4,11,8,0,2,11,6,10,31,260,77,60,8,30,2,1,20
ZSWIM4,96,244,174,376,109,209,301,442,394,277,180,192,315,153,123,356
NEU3,602,1060,1393,1074,362,350,999,838,330,143,389,399,1038,1016,1593,373
PDE9A,263,293,70,387,251,398,1315,612,639,331,218,514,174,74,17,421
ZBTB10,949,773,296,582,416,318,1018,1542,1314,1337,643,1089,436,243,299,1411
GNA11,328,509,159,379,133,433,866,808,1448,943,317,394,989,322,288,1106
HBP1,2392,3025,1869,3357,1211,1393,3934,5523,3627,6517,2516,4273,1983,1402,2210,3422
USP28,836,2019,1502,1087,1089,257,616,881,650,311,395,683,1518,690,672,329
LINC00891,46,90,132,102,31,17,53,45,36,2,31,38,76,73,86,19
TIAM1,656,1702,1793,1499,449,274,556,1212,231,347,503,283,1183,1112,1410,421
RP11-305K5.1,17,38,21,24,12,154,108,26,20,17,22,52,12,30,14,45
STAT1,6327,37599,18229,13173,22483,11685,11176,6032,4362,1360,2717,6732,12250,15542,27190,7696
TPP1,6371,26308,20889,29590,4229,6697,10454,9626,3456,3071,5367,5307,13873,15619,24303,9634
IGKV2D-30,122,731,13,45,68,35,194,10,12,15,11,4,326,1020,11,28
DBN1,204,421,222,345,311,949,1613,545,1751,806,499,387,546,808,101,693
SAP25,4,13,8,8,2,1,4,1,2,0,0,3,9,10,5,0
PARM1,295,393,268,384,160,59,770,603,2454,1203,675,112,331,124,183,642
MS4A4A,800,6601,4214,7108,1226,1215,2251,1630,494,769,1265,697,2898,4778,5576,2058
RP11-91J19.3,11,17,1,3,1,6,35,24,62,33,11,3,9,0,0,33
IGKV2-28,218,1460,27,114,1953,128,517,44,14,5,50,115,1377,1783,36,121
TOP3A,492,1045,850,1100,430,307,637,742,541,259,374,381,861,687,777,300
SMIM10L2B,4,15,2,10,0,19,26,52,38,7,16,15,29,4,2,20
CARMIL2,409,1521,1415,711,960,156,614,621,148,49,411,213,1272,731,264,167
KIF17,43,106,18,16,48,145,120,91,221,65,32,81,42,28,39,79
PTPN13,654,722,320,1005,236,573,1081,1216,848,796,789,1035,629,411,103,628
FOXO6,12,17,3,5,1,49,33,40,9,5,11,19,4,14,0,46
PPFIBP1,1973,1042,404,2027,503,1680,3464,3925,4211,3448,995,1301,1439,793,232,1427
HGFAC,1,7,2,13,2,83,23,14,16,4,1,8,6,3,2,12
UNC5C,26,29,14,8,1,5,36,96,293,45,80,6,40,2,19,111
RP11-663P9.1,1,1,0,0,0,0,5,2,51,3,3,0,0,0,0,4
C17orf62,1772,5397,4386,4324,2036,1635,4086,2585,1451,614,1826,1585,4044,3024,3514,1825
RP11-320N7.2,0,3,0,0,0,2,67,6,1,0,2,8,1,0,0,9
KLRC4-KLRK1,31,140,151,63,101,18,18,64,17,9,16,7,99,38,12,20
INPP4A,1647,3232,4071,2763,1693,544,1098,2211,1552,424,1275,682,3312,1804,2180,591
PDCD1,171,1524,906,361,1074,231,326,390,77,18,102,72,527,604,146,211
HSPE1-MOB4,7,11,2,6,7,15,39,4,4,53,7,20,7,3,6,39
BUD31,1016,1986,962,1794,840,1713,3776,1555,1165,992,1095,1615,1217,1480,921,1668
PPP1R9B,1212,4043,2920,3002,1320,948,2213,1899,1746,830,1045,873,3755,2726,3293,1554
WWOX,158,280,202,315,86,161,613,306,275,127,214,202,280,171,169,217
HPSE,488,2119,1066,3278,309,162,539,811,166,170,234,145,1057,1173,1752,893
CD3E,1198,8829,6226,3649,5208,1291,2542,1876,689,97,1485,600,4922,3131,975,1022
PPP1R15A,13724,26566,4841,17861,4693,4851,36788,26475,22462,26605,12460,18036,5374,8310,2781,41222
HSPB8,2699,4559,632,1696,2430,9331,13469,5413,738,4919,2840,8535,2114,678,103,9638
TMEM156,168,372,337,272,262,74,199,216,90,57,125,111,229,177,155,66
FAM71A,407,1028,74,818,274,4,161,88,53,27,77,11,4,1356,34,77
TNFSF13,519,1285,1128,1423,138,327,607,441,130,99,184,299,690,842,1060,502
LETM2,80,106,52,102,52,42,284,355,109,137,73,87,112,95,37,227
ABLIM2,85,141,29,30,119,150,678,116,107,594,74,304,117,56,15,137
SLAMF8,921,6504,7415,3140,919,1982,1638,705,165,244,851,662,2488,2458,6442,1038
UBR5-AS1,148,118,130,280,25,36,62,94,29,17,44,47,128,72,135,55
GALC,1556,5266,3526,5569,858,1032,1411,2213,1419,902,1488,952,3449,2607,4978,1193
C14orf37,15,29,12,63,7,115,63,40,145,28,31,108,72,19,14,30
RP5-1031D4.3,22,97,56,49,18,5,46,27,11,5,7,30,147,41,48,20
JUND,5186,8364,1751,4642,1471,1757,10655,16203,6393,8519,4958,2464,2949,2926,1420,18992
THY1,819,1145,40,377,4,146,2505,2230,8732,644,3360,103,658,51,9,3481
SERTAD4,40,62,31,76,4,16,379,156,141,38,57,52,40,4,2,105
NKG7,1788,9497,5397,2246,6662,1670,1971,2670,1279,83,638,508,6142,3154,1311,1413
GRB2,3482,12289,9993,12723,3041,3957,5611,5580,2576,1438,2932,1931,7955,7638,11366,5283
CXCL9,1880,24452,8509,2505,6653,2520,2736,1669,2434,638,591,571,2471,4250,11679,3476
HMGN2P3,69,201,140,132,91,81,149,79,33,22,46,40,144,102,116,63
RP11-88H12.2,1,1,0,0,0,0,0,6,27,12,2,1,0,1,0,10
MAN2B1,2834,9479,8513,8496,1607,3093,4376,3623,1340,937,2027,1216,5891,6577,9309,3623
RP11-297D21.4,42,112,59,68,32,16,50,23,11,1,19,39,82,35,36,15
CELF2,4956,8803,10477,7750,3967,1422,2545,7350,2943,1015,2746,2214,6021,4647,5016,1634
PCED1B-AS1,914,3155,1956,2397,1245,462,1563,1219,315,57,614,308,1715,1252,886,568
SLC35F1,29,14,5,9,6,6,39,47,120,50,27,5,19,3,6,55
CCDC173,33,35,1,21,5,26,56,132,27,39,23,57,23,2,0,145
CCDC192,0,0,0,0,0,3,20,6,8,4,2,0,0,3,0,4
ZNF521,228,216,51,56,26,345,124,254,1588,572,291,84,211,8,7,156
BOD1,819,1071,567,925,416,1105,1798,910,842,880,526,873,1108,594,503,965
RPA4,4,9,7,9,3,2,14,24,26,12,17,25,8,4,6,6
AP000692.10,4,8,2,4,0,6,15,16,3,6,8,9,1,4,2,6
ITGB2-AS1,1786,3518,1646,1824,995,397,1418,1542,307,67,399,523,1636,780,811,313
OR52K3P,12,25,35,67,5,14,8,23,2,2,4,4,52,31,23,6
RP11-797A18.3,7,14,36,16,27,1,6,3,5,0,10,1,27,15,9,0
RP11-679B19.1,22,47,20,29,2,10,52,183,62,33,64,20,14,10,10,18
RP11-88I18.2,242,294,221,295,102,110,244,204,101,61,94,145,262,200,201,58
ZNF831,435,1686,1325,655,1085,159,352,671,209,49,361,139,1035,545,186,109
TSPAN15,302,649,904,585,218,785,841,666,2550,530,773,428,441,305,328,684
TSPAN32,438,794,828,493,357,51,263,462,246,14,204,89,644,448,405,71
DNAJC16,504,927,799,851,438,399,712,635,434,257,336,462,743,563,703,345
TRERF1,654,1794,1543,974,1054,179,350,851,659,101,490,277,1136,753,873,208
NTRK3,20,30,33,54,3,9,18,100,466,144,44,19,34,8,23,40
STC1,1550,2762,201,2141,1007,2257,3965,5270,16221,82382,5834,2250,3324,468,29,5922
OR7E14P,24,35,4,13,2,241,72,29,3,15,11,51,16,2,2,46
ANKRD37,855,745,126,943,216,526,2682,2449,418,730,1030,998,352,631,96,1929
AC003009.1,0,1,0,0,0,4,11,5,0,0,3,10,0,0,0,2
IGKV5-2,110,177,1,5,19,1,9,0,0,0,1,2,71,6,2,11
PSTPIP2,997,2524,2659,1869,702,819,1182,1498,571,239,506,690,1198,1058,2525,595
ITPRIPL1,174,757,480,339,409,47,240,266,182,25,109,82,340,303,108,81
AC093838.4,553,1280,1008,1099,523,599,1782,1542,928,534,665,1008,982,793,669,1075
CH507-42P11.8,2889,4240,698,4368,1063,4379,1624,7233,11197,3246,3565,2860,1162,2098,763,5498
TTLL4,540,1045,988,1327,299,484,911,520,309,226,301,259,840,953,1120,514
STARD13,501,792,397,751,314,496,765,870,2952,3657,696,482,742,333,516,796
KRT18P11,14,11,1,4,8,59,175,52,6,12,21,27,26,14,0,41
RP11-291L22.9,187,281,285,273,92,102,178,253,104,45,93,141,292,257,232,95
CCDC170,154,387,238,567,48,113,125,167,42,17,91,105,237,365,273,95
FAM111A,3760,7561,6344,4961,2949,1385,3666,4579,2575,748,1978,2488,3824,3409,4191,1398
GM2A,2016,15315,17494,8634,2084,2186,3876,3856,812,716,2336,1473,7938,7625,22808,5875
ASTN1,0,0,0,0,1,0,3,1,59,37,0,3,0,1,0,0
LMOD1,55,83,3,46,0,18,122,134,1138,419,150,10,120,8,1,142
PHYHIP,8,10,1,14,11,60,48,24,22,17,11,22,28,3,0,62
GDPD1,105,177,73,159,30,28,55,47,61,29,30,42,58,114,83,35
KBTBD2,1338,2073,1649,2445,833,941,2058,3872,6594,4852,1483,2266,1408,1399,1548,3366
EML1,273,256,97,678,80,251,430,746,1574,818,357,390,447,120,30,460
TIRAP,130,294,332,259,160,49,160,187,145,85,94,120,342,198,278,69
RP11-375I20.6,8,1,1,1,2,2,12,32,8,15,4,8,1,2,0,8
PPT1,7935,25873,16047,19561,2744,4190,9942,7826,4386,2338,4267,3694,10219,11507,18712,8634
UBASH3A,197,1419,784,519,1086,155,336,285,52,15,318,98,885,471,189,103
COQ2,340,1041,789,1226,144,241,603,400,177,93,217,227,658,635,971,403
SIX1,4,11,0,3,7,2,23,15,46,16,11,6,5,2,0,26
IGHV4-59,77,1396,45,31,1939,138,364,18,16,4,33,76,1502,899,11,68
SIT1,123,1179,658,277,773,168,389,204,32,5,125,61,703,403,157,84
FPR1,3344,4695,3788,13979,500,1128,2703,3416,1246,539,998,438,2680,4423,4932,1338
WRB,493,692,261,549,201,834,1448,471,537,373,379,603,661,228,346,515
SLC25A3,5863,11050,8149,9825,5049,8073,14843,11153,9578,5672,5333,8023,9142,7325,7693,7397
SCAMP2,1692,5853,4862,4727,1699,1943,4211,2652,1080,883,1312,1094,4135,3317,4280,2267
EGR1,14963,32523,8701,28629,3756,7237,38731,35722,33036,27572,24810,13342,14791,7065,6762,32594
TRBV11-2,6,83,54,34,38,14,21,24,2,2,15,8,63,33,26,9
ZFHX4,2,4,2,11,8,160,558,9,10,2,4,121,4,32,0,13
LRRFIP2,985,1779,1303,1362,659,1312,2112,1818,1687,1257,707,1576,1321,981,1212,1397
FAM129B,1270,1169,1485,3469,755,3921,4762,2638,3746,2492,1358,1526,2313,1660,1767,2719
AAMDC,297,420,152,270,91,337,846,274,358,282,190,215,292,135,194,372
KLHDC4,828,1811,1385,1278,707,370,1369,1104,538,246,554,553,1796,982,626,516
RP11-862L9.2,9,18,33,16,4,1,10,10,1,1,5,3,14,12,23,4
NUDT3,3108,5440,4947,6427,1471,1903,3683,3239,3288,1035,1650,1544,4753,3486,4702,1710
NUFIP1,117,241,188,270,73,154,328,247,208,155,121,210,185,139,164,272
TRAV8-4,12,210,111,28,53,6,28,13,3,1,24,2,19,46,31,13
XPC,1306,2572,1991,2449,1213,1032,2130,1836,1102,673,767,928,3159,1278,1200,947
ZNF646,462,1209,1090,1278,455,310,673,1037,508,271,406,369,1430,937,930,429
FAM19A5,3,14,1,11,2,8,13,21,192,16,16,0,22,5,2,78
RP11-434B12.1,17,41,41,52,13,7,23,25,18,7,11,5,53,21,64,13
BCL10,417,576,519,868,211,368,1411,912,675,1348,333,1085,425,355,554,957
KCNJ12,3,6,1,6,1,33,31,15,37,11,4,15,24,0,1,14
LRRC42,262,572,309,563,288,730,1183,420,336,301,281,647,371,370,274,726
SERPINA5,4,63,2,38,6,192,120,34,8,274,39,142,98,12,0,211
DSCAML1,181,132,39,30,37,103,1029,356,69,65,60,438,88,19,11,215
PRKCDBP,389,550,75,229,186,2536,1153,536,730,219,374,812,817,178,44,788
CHAMP1,238,570,660,503,345,243,292,384,326,105,157,147,519,361,564,202
RP11-456P18.2,17,28,28,28,6,10,18,105,51,76,29,22,9,19,11,59
ACTBP2,12,44,31,40,19,26,18,19,13,5,6,7,69,48,52,15
FLII,3207,7521,6412,7327,2682,3592,6268,4401,2849,1921,2202,2814,6655,4940,5660,3595
RP11-302L19.3,2,5,0,4,0,0,10,77,91,17,13,0,8,0,0,15
SGCD,9,15,8,38,0,22,28,53,65,25,12,52,17,0,2,26
EVA1A,132,223,47,436,91,1467,1104,456,110,153,367,506,394,67,6,542
FAM69B,37,104,6,25,11,16,94,133,994,169,73,23,131,8,8,63
NCBP1,956,1765,1514,1632,811,638,1240,1121,942,487,640,520,1224,1105,1190,593
WDFY4,274,542,549,670,51,65,315,253,33,31,149,123,356,350,682,122
CAMTA2,1020,2058,1847,2217,901,903,1467,1261,1117,668,778,704,1973,1302,1483,777
RIMS3,131,430,726,219,96,173,174,176,59,14,102,68,456,226,321,63
SRGAP3,322,1214,1085,926,107,127,282,419,61,40,286,214,398,911,584,160
NUDT15,346,510,241,494,203,368,939,412,436,244,231,388,346,295,257,393
BSDC1,1630,2850,1893,2277,1009,1934,3375,2689,1765,1396,1262,1505,2588,1319,1379,1857
ZC3H4,421,1088,1133,941,647,292,767,798,529,251,390,303,1416,726,804,443
KRT8,3080,3430,738,1099,2957,29257,44883,13259,726,3446,4034,6757,6148,3249,90,10241
PDE2A,239,252,27,757,34,19,218,848,5381,3197,279,59,448,112,49,542
LRRC70,63,60,8,30,6,9,35,77,448,268,52,17,30,17,5,50
ZNF197,351,745,829,763,397,308,513,352,416,247,183,329,650,500,594,240
UBXN2B,1517,2070,1853,3355,638,604,1774,1411,469,488,582,921,1301,1324,1840,770
TMEM229B,168,691,613,335,361,110,279,267,140,18,207,79,687,324,338,170
IL2RB,1256,6745,6454,3222,4910,448,1131,3289,732,167,1838,376,4883,4825,2273,1459
NRTN,12,10,1,2,1,17,70,14,5,12,7,32,13,6,0,31
VPS39,2231,4806,4056,3947,1933,1826,3097,3432,2217,1083,1647,1651,3348,2829,2963,1538
RP11-960L18.1,6,16,8,22,11,1,12,4,3,0,0,1,6,14,9,1
GPR146,83,165,63,114,31,140,151,126,456,257,95,139,204,57,58,123
RP11-148B18.1,0,3,0,2,1,8,23,6,0,3,0,16,1,0,0,13
DCAF15,585,1364,989,1171,543,443,1101,940,593,249,488,351,1237,937,731,452
NPY5R,1,2,0,4,0,11,145,8,30,0,2,0,3,0,0,3
RP11-110I1.12,14,40,48,34,20,5,12,14,8,1,22,6,34,28,25,3
ARHGEF15,124,190,10,49,4,15,290,588,1817,616,390,24,307,9,2,439
RGS10,1687,4860,2859,3344,927,746,2814,1626,363,270,810,845,2075,2188,2431,1433
GPN2,431,813,673,707,293,677,1118,834,617,578,353,755,841,536,451,631
OAF,507,906,213,661,260,341,1313,873,1567,537,434,750,834,225,254,957
RAB29,1296,2973,2096,2052,1136,1129,2185,1572,1036,386,800,1022,2151,1217,1542,988
RP11-156K13.3,6,16,12,20,3,2,12,6,2,1,1,5,26,17,9,1
SETDB2,999,2169,1766,1855,746,299,1073,1191,639,534,587,512,1307,1114,2247,789
ZNF876P,20,19,25,24,10,22,55,48,69,25,19,25,19,22,10,16
POLQ,117,490,459,194,349,100,221,160,41,15,65,148,162,367,159,41
CHRM3-AS2,32,147,270,208,227,10,24,76,64,7,39,14,95,126,19,14
RP11-177H13.2,20,17,9,19,4,17,66,43,42,10,62,31,19,34,16,54
RP1-197B17.7,3,0,0,2,0,2,0,10,73,38,1,0,0,1,0,12
RP11-876N24.5,57,119,78,136,22,32,47,66,12,14,24,34,117,71,119,53
ZNF674-AS1,137,181,93,177,79,174,151,483,187,163,99,137,172,95,66,214
RP11-1223D19.3,7,13,8,23,5,76,72,46,27,18,37,18,43,161,1,33
CDKN2AIP,575,852,557,683,363,266,1151,1514,1374,1828,622,1134,671,532,650,1223
PREP,644,1654,1459,1454,689,602,1005,861,749,431,559,350,1246,1019,1050,460
FARP1,1957,2063,1560,1527,285,1368,4767,4340,2345,1480,1384,2276,2559,1219,1375,2830
KDM1B,687,1280,946,1151,400,611,797,722,367,149,288,565,900,1073,1442,352
RN7SL172P,17,6,32,10,5,1,4,8,2,0,2,4,18,6,9,0
HCK,1816,5732,5709,7334,954,918,2768,3108,731,347,1412,703,3686,4206,6967,2389
MTMR9LP,220,359,203,138,33,109,549,613,1539,379,326,109,368,103,91,327
RNF180,50,70,2,33,13,43,248,140,391,251,140,226,213,6,3,96
LILRB4,1741,5253,5964,6820,890,858,2124,1965,232,228,979,1195,3218,4106,7466,2532
RP11-667M19.9,6,12,28,5,9,5,3,4,4,1,3,2,21,8,10,0
FCGR1B,355,2957,1965,2730,352,339,1137,562,110,54,431,221,1688,1642,2445,901
CTA-276F8.1,18,29,15,13,6,12,46,43,41,17,29,26,25,12,13,14
TPCN1,2325,4601,3228,5042,830,1457,2625,2930,1134,432,1400,1391,3903,3387,4721,1349
SLC6A1,90,98,0,7,2,17,105,101,1662,174,160,5,39,1,1,174
RP11-686D22.10,103,352,410,145,250,31,47,184,60,9,89,28,253,186,66,17
CD160,64,315,583,93,102,12,54,95,90,8,77,23,224,144,137,37
SCGB2A1,2,1,2,0,1,19,74,31,3,3,0,3,0,3,1,1
RP11-465B22.8,4,4,2,7,7,4,43,42,1,7,3,19,5,7,2,110
IGKV2D-29,20,339,1,12,297,21,49,7,4,0,1,7,89,16,22,3
NAT14,85,316,75,215,125,879,1194,351,135,31,182,364,124,141,26,296
KIAA0895,208,158,25,137,50,174,492,321,108,250,176,678,194,37,4,341
RP11-175K6.2,9,14,2,7,5,4,24,44,137,15,33,0,17,4,3,34
CYTH2,1239,1872,1210,1919,602,2136,3083,2067,2827,1973,952,904,2148,956,867,1748
TM2D3,833,1482,864,1452,576,1410,1814,1367,957,649,962,781,1027,583,825,1153
LRRC14,424,1006,742,724,396,424,622,459,409,148,312,394,917,585,429,298
OSER1,1917,2109,1028,1482,777,1633,2402,2204,1284,1945,1295,2119,1264,680,809,2200
CCDC28B,58,134,73,79,53,104,236,91,117,42,53,91,80,63,38,85
PTPRO,465,1255,1585,1184,176,223,579,421,63,91,305,513,963,984,2137,373
SLC38A7,292,1318,1375,1108,264,251,686,505,259,187,382,263,837,864,1382,441
RP11-20G13.4,9,20,10,18,0,2,4,5,2,0,3,5,10,17,14,1
RNF214,509,1245,733,873,451,268,903,503,506,240,267,402,817,483,506,289
IGHV3-15,152,2779,18,55,2835,170,355,18,21,2,39,187,1957,507,13,35
POU5F1,387,917,82,691,119,2513,2599,1061,236,147,835,1688,499,228,19,623
CDKL5,503,391,248,530,155,362,441,721,1273,603,526,461,473,180,192,406
SNORA31,41,49,10,57,13,14,117,96,97,42,70,28,24,18,9,42
TDRD15,9,5,7,2,0,0,0,1,0,0,0,0,1,1,26,0
CCM2,972,3423,2007,2771,1361,1383,2545,1287,851,408,859,793,2161,1908,1731,891
FOXF1,23,42,0,7,6,4,27,81,131,187,54,6,19,5,0,59
PTRH2,265,565,412,488,203,395,1036,431,450,491,253,363,378,315,330,539
GRK3,1256,2745,3328,3364,497,463,980,1723,1182,228,815,526,1968,1967,4066,886
CYSTM1,1193,1693,509,1173,452,2457,3282,1296,945,1312,770,1401,1666,991,603,2246
CASC5,159,767,656,233,436,247,164,248,89,42,100,145,293,360,225,67
IGHV4-4,57,46,12,4,1707,27,263,4,6,0,7,10,928,80,25,1
RP11-334C17.5,345,1036,586,355,189,165,303,421,225,86,192,228,699,272,905,187
CEP250,885,2565,2331,1975,1424,1045,1210,1481,667,260,739,1075,2916,1473,1255,632
SAP18,2426,3975,1867,3430,1097,2307,7784,3017,2709,2005,1689,2340,2984,1832,1720,3050
FENDRR,1,3,1,2,0,0,2,22,5,11,14,1,1,1,0,5
C5orf56,417,1110,848,458,576,320,405,558,287,113,293,192,1108,421,347,193
